Employee_ID,Age,Gender,Marital_Status,Department,Job_Role,Job_Level,Monthly_Income,Hourly_Rate,Years_at_Company,Years_in_Current_Role,Years_Since_Last_Promotion,Work_Life_Balance,Job_Satisfaction,Performance_Rating,Training_Hours_Last_Year,Overtime,Project_Count,Average_Hours_Worked_Per_Week,Absenteeism,Work_Environment_Satisfaction,Relationship_with_Manager,Job_Involvement,Distance_From_Home,Number_of_Companies_Worked,Attrition
1773,31,Female,Married,Sales,Analyst,3,14529,88,9,10,4,1,3,3,92,No,1,43,8,2,4,1,2,3,No
1774,39,Female,Single,Marketing,Assistant,5,17630,55,23,4,6,2,2,1,20,Yes,1,45,18,3,2,2,25,3,No
1775,43,Female,Single,Sales,Analyst,5,4721,48,25,2,4,1,2,4,4,Yes,1,45,1,1,3,4,13,4,No
1776,53,Female,Divorced,HR,Analyst,4,17300,39,4,13,0,4,1,1,16,No,4,57,3,1,1,4,16,1,No
1777,44,Male,Divorced,Sales,Manager,1,4429,71,5,10,0,4,4,1,37,No,5,56,18,3,3,3,12,1,Yes
1778,48,Male,Divorced,Sales,Analyst,2,3648,79,23,6,0,2,4,4,61,No,8,32,17,3,3,3,30,1,No
1779,58,Female,Married,Finance,Analyst,4,3355,90,16,13,7,2,3,3,39,No,8,33,0,3,1,2,46,4,Yes
1780,50,Female,Divorced,Marketing,Executive,4,5823,36,1,5,6,1,5,4,6,Yes,6,44,18,1,2,3,23,2,No
1781,42,Female,Single,Sales,Assistant,3,11157,74,18,10,2,1,4,1,26,No,7,57,15,2,1,4,26,1,No
1782,57,Female,Married,IT,Manager,4,18581,68,18,10,3,2,5,1,30,No,1,34,11,2,2,3,2,2,No
1783,39,Female,Divorced,Finance,Assistant,2,10543,36,26,3,7,1,5,3,97,Yes,8,44,7,3,1,3,4,4,No
1784,42,Female,Single,Finance,Assistant,5,15126,75,25,13,6,2,4,2,61,Yes,6,39,5,1,2,4,42,3,Yes
1785,35,Male,Single,Sales,Assistant,4,8269,80,19,2,6,3,4,3,25,No,1,47,10,1,4,3,8,2,No
1786,27,Male,Married,IT,Manager,3,6934,59,9,6,5,3,5,3,69,Yes,5,48,18,4,1,2,28,2,No
1787,40,Female,Single,Sales,Analyst,1,10085,86,1,14,8,2,5,1,30,No,9,49,5,2,4,1,9,4,No
1788,20,Female,Divorced,IT,Assistant,2,17032,83,27,2,5,3,2,3,11,Yes,1,48,16,3,4,3,47,3,No
1789,27,Female,Single,Finance,Manager,1,19650,78,3,11,0,1,2,1,14,Yes,3,44,11,3,2,1,35,3,No
1790,48,Male,Divorced,IT,Analyst,4,10317,24,26,4,4,4,5,4,57,No,6,41,19,3,2,2,7,3,No
1791,51,Female,Divorced,Sales,Assistant,5,3381,81,2,5,7,2,4,2,0,No,2,52,7,1,2,1,44,3,No
1792,57,Male,Married,HR,Executive,3,4635,25,2,13,5,2,2,4,61,Yes,5,52,5,1,3,4,36,1,No
1793,24,Male,Single,HR,Manager,2,15793,42,17,11,4,3,5,1,58,No,9,52,15,3,4,3,37,3,No
1794,41,Male,Married,IT,Assistant,5,13476,19,6,8,8,2,5,3,89,Yes,5,54,19,4,1,2,43,2,No
1795,53,Female,Married,Sales,Manager,2,14850,26,5,12,6,3,3,3,36,Yes,3,34,1,1,1,1,34,4,Yes
1796,20,Female,Married,Marketing,Executive,3,10417,58,28,1,6,2,3,4,5,Yes,5,40,0,2,2,3,16,2,No
1797,45,Male,Divorced,HR,Manager,3,5637,43,21,7,0,1,5,3,23,No,6,33,8,2,1,4,24,3,No
1798,29,Male,Divorced,Finance,Analyst,4,18125,92,11,14,1,3,5,2,46,No,9,51,16,3,3,2,20,2,No
1799,49,Male,Divorced,Sales,Assistant,2,8570,50,9,6,9,4,5,4,63,No,6,38,16,1,4,2,7,2,No
1800,37,Male,Divorced,Sales,Manager,4,9050,49,22,3,4,1,2,2,35,Yes,2,44,12,3,1,3,6,1,No
1801,36,Female,Single,HR,Manager,2,19404,22,25,10,2,2,1,1,82,No,5,51,4,4,1,1,46,1,No
1802,45,Male,Single,Marketing,Assistant,2,15592,30,4,10,7,3,2,3,55,No,9,43,15,1,2,3,1,2,Yes
1803,27,Female,Divorced,Finance,Executive,1,15891,57,7,10,3,1,5,2,81,No,1,44,13,2,2,3,27,3,No
1804,59,Male,Divorced,Marketing,Executive,4,18142,83,13,1,6,2,2,4,79,Yes,8,35,19,1,2,2,34,4,Yes
1805,31,Female,Single,Finance,Assistant,2,4009,30,16,2,4,3,1,1,16,No,5,43,15,2,3,1,46,3,Yes
1806,46,Male,Married,HR,Assistant,2,15732,70,27,1,5,1,1,1,10,No,7,50,18,2,4,4,27,4,No
1807,27,Female,Married,Sales,Analyst,3,10779,55,20,3,6,3,1,3,3,No,4,52,17,2,1,1,16,4,No
1808,44,Female,Divorced,Finance,Manager,1,17601,91,17,1,7,2,5,3,79,Yes,4,58,4,4,4,1,44,1,No
1809,23,Female,Married,Sales,Manager,3,10140,22,20,10,2,1,4,2,8,No,8,42,12,2,1,4,39,2,No
1810,52,Male,Divorced,IT,Executive,4,10824,68,2,5,2,2,4,3,86,No,9,32,19,4,2,2,14,3,Yes
1811,20,Female,Divorced,IT,Analyst,4,17968,19,5,10,1,1,4,4,73,No,1,35,4,1,3,3,17,3,No
1812,38,Male,Divorced,HR,Manager,2,15611,23,27,6,5,2,3,2,89,No,6,35,12,3,3,1,22,3,No
1813,50,Female,Single,HR,Analyst,5,8385,80,18,1,1,2,4,2,99,Yes,2,35,7,1,3,4,5,2,No
1814,35,Female,Married,HR,Assistant,3,19244,85,13,14,0,3,5,4,38,No,3,34,4,3,1,4,25,4,No
1815,33,Male,Single,IT,Manager,4,17424,44,18,1,0,3,5,4,66,No,9,45,15,2,2,3,49,1,No
1816,24,Female,Married,Finance,Assistant,2,18017,95,28,12,8,1,3,2,83,No,7,35,8,2,1,4,19,3,No
1817,45,Female,Single,Marketing,Executive,2,9508,79,11,4,0,1,5,1,80,Yes,3,46,12,2,2,3,42,4,No
1818,47,Male,Single,HR,Executive,3,15159,44,14,4,6,2,5,2,46,No,5,30,14,4,3,1,6,2,No
1819,21,Female,Divorced,Marketing,Assistant,2,14933,61,12,8,4,3,3,2,27,Yes,6,44,8,2,2,4,6,2,No
1820,25,Female,Divorced,Marketing,Executive,1,15105,45,4,10,5,2,3,4,0,No,6,59,12,4,3,4,25,2,No
1821,28,Female,Single,IT,Assistant,5,14988,74,7,7,9,2,3,2,35,No,9,36,18,4,4,4,21,2,No
1822,52,Female,Married,Finance,Assistant,3,13754,89,13,7,8,1,5,1,88,Yes,1,32,3,1,1,1,37,4,No
1823,44,Male,Married,IT,Assistant,3,10536,94,19,9,2,4,3,4,96,No,2,53,1,1,2,3,34,1,No
1824,32,Female,Divorced,HR,Executive,3,5217,23,11,8,5,2,1,3,49,Yes,7,48,1,2,2,3,5,2,No
1825,28,Female,Divorced,IT,Executive,2,19530,90,28,12,6,2,2,2,84,No,4,32,17,4,1,3,20,1,No
1826,32,Female,Married,IT,Executive,2,6754,68,7,13,1,3,3,1,93,No,6,54,17,4,2,4,22,4,No
1827,50,Female,Married,IT,Assistant,3,11271,75,27,11,5,4,3,3,76,No,9,55,0,1,1,3,46,1,No
1828,30,Female,Married,HR,Analyst,3,9595,78,25,11,5,4,3,1,38,Yes,9,50,19,3,2,3,6,2,No
1829,23,Female,Divorced,HR,Executive,1,16866,94,15,12,4,2,3,2,49,No,4,48,5,3,1,4,8,2,Yes
1830,53,Female,Married,IT,Analyst,4,9052,20,19,12,6,2,2,4,22,No,7,34,17,3,4,4,29,1,Yes
1831,57,Female,Divorced,IT,Executive,1,7390,59,20,12,8,4,5,4,52,No,3,52,6,1,4,3,24,4,No
1832,23,Male,Single,Marketing,Manager,3,12345,79,17,3,6,2,4,1,5,No,3,53,14,1,4,1,23,3,No
1833,57,Male,Single,Finance,Manager,2,9012,91,23,4,1,4,1,1,82,No,4,55,0,4,2,4,1,1,No
1834,38,Male,Single,Marketing,Manager,2,8883,51,1,8,3,1,5,4,9,Yes,5,57,16,1,1,4,20,4,No
1835,25,Male,Married,Finance,Analyst,3,11804,87,29,14,0,3,3,3,15,Yes,9,48,4,1,3,1,11,2,No
1836,53,Female,Divorced,Finance,Executive,4,13002,31,12,5,1,1,5,4,76,No,2,30,1,3,3,2,14,4,No
1837,37,Female,Married,IT,Assistant,5,7651,39,19,13,8,1,1,3,21,No,1,50,7,3,1,3,39,4,No
1838,32,Male,Divorced,Marketing,Analyst,5,5956,64,25,5,6,3,5,1,65,Yes,1,57,13,2,4,3,29,3,No
1839,42,Male,Married,Finance,Executive,1,8781,85,28,8,7,1,5,4,41,No,1,55,2,2,3,4,12,4,No
1840,38,Male,Single,Finance,Manager,4,6206,45,5,8,7,2,3,4,89,No,9,37,18,3,2,3,24,3,Yes
1841,30,Female,Divorced,HR,Analyst,5,19257,46,10,13,1,1,2,2,4,No,7,31,9,2,3,2,8,3,Yes
1842,20,Female,Married,Finance,Executive,4,7597,62,26,6,4,1,4,1,93,Yes,2,35,10,2,3,3,35,1,No
1843,43,Male,Divorced,IT,Assistant,2,12165,97,11,14,0,2,5,1,36,Yes,6,38,16,3,3,2,33,2,Yes
1844,26,Male,Divorced,Sales,Analyst,2,3659,31,16,9,8,2,2,4,85,Yes,6,54,0,4,3,1,41,4,No
1845,44,Male,Married,HR,Assistant,4,10805,75,18,4,4,1,4,3,50,No,4,42,10,1,2,1,36,4,No
1846,40,Male,Married,Sales,Analyst,3,3760,71,9,10,0,1,1,4,81,No,1,36,14,1,1,4,43,1,No
1847,34,Male,Divorced,IT,Manager,5,11523,71,22,1,6,2,1,3,92,No,5,30,16,3,2,3,41,2,No
1848,20,Female,Divorced,Sales,Manager,5,3958,84,9,10,8,3,5,4,18,No,8,30,9,3,1,4,2,3,No
1849,31,Male,Single,Finance,Manager,2,12950,47,28,2,0,2,4,3,3,No,1,31,11,2,4,1,11,1,No
1850,26,Female,Divorced,Sales,Assistant,1,8840,33,27,1,0,3,1,3,71,No,1,44,3,4,4,2,47,1,No
1851,34,Male,Single,Marketing,Manager,5,7408,29,14,4,0,2,3,3,26,No,2,54,7,3,3,3,46,2,No
1852,40,Male,Single,IT,Assistant,2,4855,49,20,9,6,2,2,2,54,No,7,31,0,4,3,2,40,4,No
1853,38,Female,Single,Marketing,Assistant,2,19738,63,6,11,9,3,5,2,92,Yes,8,36,12,2,1,3,19,4,Yes
1854,48,Male,Divorced,Sales,Assistant,4,8621,50,12,6,2,3,1,4,96,Yes,7,48,1,3,1,4,37,4,No
1855,44,Female,Single,Marketing,Manager,4,5272,68,23,13,8,3,2,4,6,Yes,4,43,10,4,1,3,10,3,No
1856,52,Female,Divorced,HR,Executive,4,17642,50,11,14,8,1,3,1,60,No,1,55,15,4,3,1,10,3,No
1857,51,Male,Divorced,Sales,Assistant,1,7890,67,22,14,6,3,5,3,98,No,9,36,9,2,4,4,41,2,Yes
1858,54,Male,Married,Marketing,Executive,5,6162,74,4,6,2,2,5,4,67,No,9,54,7,2,4,4,31,1,No
1859,57,Female,Divorced,Finance,Assistant,1,9517,88,24,6,9,2,1,3,25,Yes,6,39,4,2,2,2,38,3,No
1860,45,Female,Divorced,Sales,Manager,1,11395,58,6,1,7,4,5,1,58,No,1,39,12,3,2,3,39,3,No
1861,30,Male,Single,HR,Manager,4,3608,47,18,1,5,2,2,3,76,No,8,39,8,4,2,2,8,4,No
1862,54,Female,Divorced,Finance,Manager,2,11076,58,29,3,3,4,4,1,74,Yes,5,35,17,2,2,1,30,4,No
1863,27,Male,Divorced,Sales,Analyst,3,4140,69,28,5,7,1,2,4,38,No,7,57,18,4,3,4,46,4,No
1864,33,Female,Married,Finance,Manager,2,15353,88,6,2,2,3,3,2,33,No,9,59,2,4,2,3,46,1,No
1865,29,Male,Married,Sales,Executive,2,7874,58,1,11,0,3,5,2,24,No,5,45,3,4,1,3,19,3,No
1866,21,Female,Single,Sales,Assistant,2,7996,65,25,12,3,4,3,4,84,No,6,32,14,4,4,3,5,3,No
1867,28,Female,Single,IT,Executive,2,16697,65,10,1,8,1,3,2,35,No,5,49,5,1,4,4,22,2,No
1868,22,Male,Married,Marketing,Analyst,1,11173,21,12,9,6,4,5,4,65,No,2,56,8,4,4,1,19,4,No
1869,40,Female,Married,Sales,Executive,4,9235,99,7,11,0,3,4,4,88,No,1,37,19,3,1,3,30,4,No
1870,45,Female,Divorced,HR,Assistant,4,8196,15,24,1,0,2,2,4,95,No,7,49,13,3,4,2,35,2,Yes
1871,27,Female,Single,Marketing,Assistant,2,10917,27,28,13,0,3,3,4,64,Yes,3,38,0,4,1,4,6,4,No
1872,21,Female,Single,IT,Manager,3,18611,87,11,13,5,1,2,2,96,No,8,52,3,2,1,1,18,4,No
1873,25,Female,Divorced,Marketing,Analyst,5,3738,62,20,14,9,1,3,1,5,Yes,3,39,8,3,2,1,36,3,No
1874,47,Female,Divorced,Marketing,Analyst,2,17183,98,24,11,9,4,5,4,12,No,8,57,18,2,1,4,34,1,Yes
1875,48,Female,Single,Sales,Executive,2,13892,61,28,11,8,3,5,3,16,No,1,47,18,3,2,3,33,2,No
1876,45,Male,Married,HR,Manager,3,6723,61,1,14,2,1,5,4,79,No,5,50,7,4,2,1,38,2,No
1877,44,Female,Married,Sales,Manager,1,3657,24,27,11,2,3,5,1,37,No,2,54,1,4,3,2,5,2,No
1878,31,Female,Divorced,HR,Manager,2,12301,40,16,4,6,3,5,4,85,Yes,5,45,11,1,3,3,4,1,No
1879,24,Male,Single,HR,Assistant,3,5164,64,4,9,5,4,2,4,42,No,4,31,0,1,1,1,20,2,No
1880,53,Female,Divorced,Finance,Analyst,1,11338,61,6,10,8,2,3,3,40,No,6,53,8,2,1,3,12,1,No
1881,56,Female,Married,Sales,Executive,1,15247,58,10,2,2,3,1,1,70,Yes,5,55,5,4,1,1,14,2,Yes
1882,34,Male,Married,IT,Executive,2,9802,15,7,10,6,3,4,2,1,No,2,48,18,3,4,2,45,3,No
1883,55,Female,Divorced,Marketing,Executive,1,7631,77,12,3,6,2,1,2,0,No,2,59,0,2,1,1,29,1,No
1884,34,Female,Married,Finance,Manager,2,6229,31,19,4,8,4,3,2,18,Yes,6,46,3,3,2,2,6,3,No
1885,42,Male,Single,IT,Analyst,2,8229,31,10,12,5,2,2,4,15,No,3,58,8,1,2,4,42,4,Yes
1886,25,Male,Divorced,Sales,Analyst,4,14830,53,26,2,8,3,3,2,33,No,6,33,2,1,1,3,17,4,No
1887,40,Female,Divorced,HR,Assistant,5,18496,57,2,2,5,4,4,1,92,No,1,38,16,3,1,4,16,4,Yes
1888,42,Female,Divorced,Sales,Assistant,5,8196,90,9,12,1,2,3,2,71,Yes,4,48,10,4,4,1,31,3,No
1889,35,Male,Married,Sales,Assistant,4,3921,55,1,6,5,4,5,3,89,No,8,31,7,1,4,1,21,2,No
1890,34,Female,Single,Finance,Executive,2,10849,29,10,11,4,1,1,4,10,No,4,47,13,1,2,3,44,1,No
1891,44,Male,Divorced,IT,Executive,3,5978,15,1,11,5,4,4,3,73,Yes,9,31,5,2,3,4,22,4,No
1892,55,Male,Divorced,Finance,Analyst,1,12279,72,26,10,8,3,4,2,67,No,3,47,12,4,2,2,13,1,No
1893,30,Male,Married,IT,Assistant,4,8777,68,2,5,5,1,1,3,50,Yes,9,56,12,2,4,3,27,2,No
1894,34,Female,Single,Finance,Executive,4,5096,89,5,11,4,3,2,4,97,No,3,32,11,4,3,3,7,2,No
1895,23,Male,Divorced,Marketing,Assistant,4,8572,19,17,5,4,4,1,1,48,No,7,49,6,3,1,1,24,1,No
1896,40,Male,Married,HR,Assistant,4,15685,76,13,9,2,2,1,1,22,No,6,44,10,1,4,3,20,2,No
1897,32,Male,Divorced,HR,Analyst,5,8422,96,6,7,4,4,1,1,1,No,8,49,11,3,4,4,28,1,Yes
1898,41,Female,Married,HR,Analyst,2,7176,96,24,11,4,4,2,1,96,No,1,58,13,2,2,4,41,4,No
1899,38,Female,Single,Marketing,Executive,4,13423,85,10,13,9,2,4,4,31,Yes,9,54,11,1,4,3,10,3,No
1900,53,Female,Married,Marketing,Analyst,4,9610,60,2,9,2,4,3,1,53,Yes,7,44,6,2,3,4,17,4,Yes
1901,33,Male,Divorced,HR,Assistant,4,10238,79,5,1,6,2,1,4,19,Yes,9,43,8,3,4,1,18,2,Yes
1902,23,Female,Divorced,HR,Analyst,3,4981,42,19,2,7,3,2,2,76,No,1,30,19,4,4,4,22,4,Yes
1903,46,Female,Married,IT,Assistant,3,19098,98,2,5,6,1,3,4,66,No,6,34,15,2,2,3,38,4,Yes
1904,48,Male,Single,IT,Assistant,1,13596,55,22,10,1,3,3,4,92,No,4,32,2,2,4,3,17,3,No
1905,47,Male,Single,Sales,Executive,2,14712,37,1,14,6,1,4,2,17,No,6,54,1,2,3,1,2,3,No
1906,54,Female,Divorced,Finance,Executive,4,19096,46,28,7,0,2,5,3,69,Yes,3,54,3,4,1,2,23,4,Yes
1907,27,Female,Divorced,IT,Executive,1,6217,72,8,8,2,1,3,1,13,Yes,7,43,1,3,1,4,32,4,No
1908,35,Male,Married,IT,Assistant,1,13294,53,15,7,9,3,1,4,67,Yes,9,41,13,2,1,1,13,4,No
1909,55,Female,Married,IT,Analyst,2,8816,96,6,9,3,4,3,2,89,Yes,3,58,10,1,2,4,2,1,No
1910,49,Male,Married,IT,Executive,3,11338,47,4,11,5,4,5,3,75,No,9,35,14,3,3,2,43,1,No
1911,37,Male,Single,Marketing,Executive,2,7681,72,12,3,8,3,5,4,60,Yes,3,58,2,1,3,3,43,1,No
1912,21,Female,Single,Sales,Analyst,1,18827,46,16,11,8,2,4,2,37,No,7,49,11,2,3,1,48,2,No
1913,32,Female,Divorced,IT,Analyst,2,16407,64,21,5,5,3,2,1,57,Yes,9,47,12,4,1,1,1,4,No
1914,23,Female,Divorced,Finance,Executive,3,10658,65,2,12,8,4,4,1,91,No,1,38,1,1,4,4,22,3,No
1915,45,Female,Divorced,IT,Assistant,1,9052,91,8,6,5,1,5,3,40,Yes,2,45,17,2,4,4,38,4,No
1916,44,Male,Married,Marketing,Assistant,2,3853,33,22,14,6,1,2,2,5,Yes,8,32,9,2,1,4,6,3,No
1917,49,Female,Single,HR,Executive,4,3247,17,6,10,5,2,4,3,3,Yes,7,42,16,1,4,2,6,3,No
1918,30,Female,Divorced,HR,Analyst,4,16836,31,3,7,2,2,1,3,71,No,7,40,7,1,1,1,37,4,No
1919,26,Female,Divorced,Sales,Assistant,2,18429,57,1,12,0,1,3,1,43,Yes,7,47,3,1,2,4,10,4,No
1920,50,Male,Divorced,HR,Analyst,2,7537,43,8,7,3,4,1,1,94,Yes,9,54,15,1,3,1,21,4,No
1921,29,Female,Divorced,IT,Manager,3,13495,58,12,4,0,1,1,4,95,No,8,39,12,3,3,4,8,2,No
1922,58,Female,Divorced,Marketing,Analyst,1,12601,66,7,1,9,3,3,3,3,Yes,7,40,5,1,3,1,43,2,No
1923,32,Male,Divorced,Sales,Analyst,2,14963,42,28,8,0,1,3,1,27,No,1,59,17,3,2,3,10,2,No
1924,50,Male,Single,IT,Manager,1,5463,98,17,10,4,3,5,4,6,No,4,58,8,3,2,3,1,1,No
1925,26,Male,Divorced,HR,Assistant,4,17654,48,28,1,7,3,3,1,8,No,5,37,11,3,2,4,49,1,No
1926,55,Male,Single,Finance,Assistant,1,12177,94,13,12,0,4,1,2,66,No,9,39,12,3,2,1,15,4,No
1927,39,Male,Married,IT,Assistant,5,9473,68,24,14,4,3,3,3,52,Yes,2,45,12,1,2,1,5,1,Yes
1928,23,Female,Single,Finance,Executive,3,10311,16,26,1,7,3,5,1,96,Yes,9,41,8,1,1,4,32,4,No
1929,26,Male,Married,Finance,Manager,3,6134,31,18,9,2,2,2,4,19,No,3,55,4,2,2,4,19,3,Yes
1930,20,Male,Single,Sales,Analyst,1,19041,98,27,13,5,3,4,4,18,Yes,3,57,8,1,1,2,4,3,No
1931,32,Male,Single,Marketing,Manager,3,7000,32,16,10,6,3,1,4,15,Yes,5,40,19,1,4,1,46,2,No
1932,41,Male,Divorced,HR,Manager,1,19173,42,8,10,9,3,3,1,2,Yes,5,57,15,3,4,1,35,3,No
1933,40,Male,Single,HR,Manager,1,10670,42,21,12,7,3,2,1,5,No,3,39,14,2,3,3,28,1,No
1934,41,Male,Single,IT,Manager,4,12612,66,24,3,2,4,4,1,92,Yes,4,51,18,1,3,3,37,2,Yes
1935,47,Male,Divorced,HR,Manager,1,19506,30,27,9,0,1,4,1,53,No,9,57,2,3,3,4,9,3,No
1936,28,Male,Married,Sales,Manager,3,11877,47,12,10,9,1,4,1,97,No,5,52,11,1,1,3,27,2,No
1937,45,Female,Divorced,HR,Executive,5,4661,99,6,11,7,1,1,4,77,No,1,41,7,2,2,3,4,3,No
1938,28,Female,Divorced,IT,Manager,2,10482,19,2,10,3,3,4,3,25,Yes,2,40,7,1,2,3,28,4,No
1939,34,Female,Divorced,HR,Manager,3,15092,59,7,14,1,2,1,2,33,No,7,38,9,1,2,2,33,4,No
1940,29,Male,Married,Marketing,Assistant,5,5163,51,27,12,0,2,1,4,8,Yes,3,53,16,1,1,3,13,4,No
1941,43,Male,Single,Finance,Manager,3,10252,96,27,14,5,3,5,2,54,No,1,59,10,1,1,1,5,1,No
1942,27,Male,Single,Finance,Manager,5,10799,66,29,1,0,4,4,3,32,Yes,7,35,8,1,1,3,22,2,No
1943,43,Female,Divorced,Finance,Assistant,3,16475,78,22,7,5,2,3,1,59,No,6,46,0,4,2,4,18,3,No
1944,35,Male,Divorced,Marketing,Assistant,2,3554,76,4,5,7,4,2,1,18,Yes,7,37,3,2,2,4,24,4,No
1945,45,Male,Single,Sales,Assistant,4,14399,19,25,12,2,1,1,3,72,No,3,56,16,3,1,2,13,2,No
1946,46,Male,Single,IT,Analyst,4,10925,25,29,12,5,1,1,4,38,No,8,48,12,2,2,3,4,1,No
1947,56,Female,Single,Marketing,Manager,2,7008,17,29,4,5,2,5,1,5,No,1,35,8,2,1,4,43,2,No
1948,23,Female,Married,IT,Manager,3,4816,65,20,11,4,2,1,2,22,No,8,47,18,1,3,2,3,4,No
1949,43,Male,Married,Sales,Manager,5,10539,74,16,12,2,3,1,2,56,Yes,2,45,18,1,2,4,11,2,No
1950,38,Female,Divorced,Marketing,Assistant,1,17569,80,17,5,5,4,3,3,8,No,6,53,5,1,2,1,46,1,No
1951,55,Male,Married,HR,Executive,3,18474,71,29,14,0,1,1,1,89,No,6,33,10,1,3,1,15,3,No
1952,58,Male,Divorced,Sales,Manager,2,19572,31,3,1,3,2,2,1,9,Yes,1,58,9,1,3,3,20,2,No
1953,29,Female,Single,Finance,Assistant,4,4220,17,27,10,7,4,2,1,69,No,3,37,5,1,1,2,11,2,No
1954,44,Female,Single,Marketing,Assistant,4,16947,17,24,7,5,2,3,1,13,No,8,36,8,1,3,4,41,4,Yes
1955,37,Female,Divorced,Sales,Assistant,3,14060,54,3,11,3,3,5,2,16,No,6,37,7,2,4,2,37,1,No
1956,38,Female,Single,Sales,Analyst,5,13253,94,14,12,5,4,3,2,67,No,7,47,7,1,4,2,9,4,No
1957,55,Male,Divorced,Marketing,Assistant,2,5907,90,14,2,0,1,2,1,77,Yes,2,45,0,1,3,3,34,3,No
1958,29,Male,Divorced,Finance,Executive,2,18604,77,7,14,2,2,3,3,23,No,5,56,7,2,2,1,3,2,No
1959,52,Female,Divorced,Finance,Analyst,5,4715,65,27,12,6,4,3,3,12,No,4,52,3,3,2,1,8,2,No
1960,24,Female,Married,Sales,Assistant,5,18661,15,1,9,0,3,4,2,58,No,2,37,18,3,2,2,13,4,Yes
1961,54,Male,Divorced,IT,Executive,3,14727,65,15,5,1,4,4,3,64,No,5,43,12,4,3,2,38,4,No
1962,53,Male,Divorced,Sales,Executive,3,17248,18,14,5,2,3,3,2,37,Yes,1,48,17,1,1,3,49,1,No
1963,52,Male,Divorced,Marketing,Manager,4,10809,95,4,14,3,2,1,2,96,No,3,36,13,3,4,4,14,2,Yes
1964,40,Male,Married,Marketing,Assistant,4,9110,97,4,3,5,3,3,4,16,No,6,36,9,2,1,1,36,2,No
1965,36,Female,Single,Marketing,Assistant,5,19995,18,25,10,8,1,5,3,13,No,4,32,13,1,3,4,35,1,No
1966,41,Female,Married,Finance,Manager,1,13701,61,28,2,0,4,3,4,80,Yes,4,42,19,4,2,1,34,4,No
1967,56,Female,Divorced,HR,Executive,1,3283,53,11,8,3,1,2,4,45,Yes,9,34,15,1,2,2,5,1,No
1968,34,Male,Married,Marketing,Assistant,1,5670,98,1,13,3,2,5,1,15,No,4,45,3,2,4,2,14,2,No
1969,54,Male,Single,Marketing,Manager,2,18135,63,11,9,5,1,2,1,70,No,4,54,1,1,3,1,9,2,No
1970,47,Female,Single,IT,Manager,3,15821,71,12,3,0,1,5,2,46,Yes,3,55,15,2,2,3,20,1,No
1971,26,Female,Divorced,IT,Executive,5,11873,53,15,12,8,4,5,4,75,Yes,2,35,14,4,1,3,1,2,No
1972,51,Female,Single,Sales,Executive,4,14631,82,29,14,0,1,2,1,22,No,8,40,17,1,2,2,20,3,Yes
1973,30,Male,Married,Sales,Assistant,1,10164,31,25,11,9,4,3,2,5,No,3,50,2,4,2,3,29,1,Yes
1974,29,Female,Married,Sales,Assistant,4,18516,29,26,13,0,2,5,4,37,Yes,6,41,7,4,4,4,49,4,No
1975,28,Male,Single,Marketing,Analyst,3,10630,42,24,8,2,1,1,4,29,No,2,33,6,3,1,3,46,1,Yes
1976,33,Female,Divorced,IT,Executive,5,16891,30,15,6,0,4,2,1,21,No,8,40,16,3,3,1,33,2,Yes
1977,32,Female,Divorced,Sales,Analyst,1,7256,20,26,12,3,3,2,2,0,No,9,53,15,4,1,1,45,3,Yes
1978,44,Female,Married,IT,Analyst,1,18240,46,22,11,6,4,3,4,66,Yes,5,59,19,4,2,2,31,2,No
1979,21,Male,Single,Marketing,Manager,5,18909,95,27,9,8,1,3,4,39,No,9,38,5,1,2,1,15,2,No
1980,54,Male,Married,Marketing,Manager,4,5073,39,4,10,3,1,5,3,0,Yes,1,59,7,2,1,2,49,2,Yes
1981,26,Male,Married,Sales,Assistant,3,6370,53,27,4,5,4,2,1,99,No,8,35,5,3,4,4,14,3,No
1982,40,Male,Married,Marketing,Executive,3,5484,31,6,3,1,4,3,4,96,Yes,2,50,5,1,3,1,15,3,Yes
1983,37,Male,Divorced,Marketing,Executive,3,13010,60,22,7,6,4,2,4,47,Yes,8,42,11,4,2,3,8,4,No
1984,22,Male,Single,IT,Analyst,4,9902,93,2,1,7,1,1,2,38,No,1,33,7,4,4,2,8,3,No
1985,58,Female,Single,HR,Analyst,4,10405,67,23,3,2,2,2,4,43,No,1,37,18,1,1,2,30,4,No
1986,30,Male,Divorced,Finance,Assistant,1,5666,65,9,7,0,2,5,4,48,Yes,9,38,16,4,1,4,47,1,No
1987,58,Female,Married,Sales,Manager,4,6384,32,8,12,1,3,1,3,60,No,3,39,16,3,2,3,16,2,Yes
1988,43,Male,Married,HR,Executive,2,19906,34,19,7,1,1,1,3,74,Yes,1,53,3,3,2,2,9,2,No
1989,38,Female,Divorced,Sales,Executive,5,7183,19,8,9,5,1,4,3,53,No,8,32,12,1,1,2,35,1,Yes
1990,23,Female,Single,HR,Executive,4,18344,76,20,14,6,1,3,3,95,No,4,48,5,2,3,3,1,2,No
1991,45,Male,Divorced,Marketing,Executive,3,3597,26,10,10,4,4,1,4,18,Yes,1,50,15,1,3,4,30,2,No
1992,57,Female,Single,Sales,Manager,4,12837,95,17,9,9,1,4,1,20,No,9,36,17,2,3,1,37,1,Yes
1993,51,Male,Single,HR,Assistant,1,10495,44,19,11,0,4,5,4,74,No,2,31,16,3,4,4,37,1,Yes
